capitalLabel,capitalWKT,population,siteLabels,siteCoordinates,numSites
Stockholm,Point(18.068611111 59.329444444),984748.0,"Birka and Hovgården, Chinese Pavilion at Drottningholm, Drottningholm Palace, Drottningholm Palace Theatre, Gardens of Drottningholm Palace, Royal Domain of Drottningholm, Skogskyrkogården","Point(17.5425 59.335), Point(17.87861111 59.31694444), Point(17.886383 59.321694), Point(17.885 59.32306667), Point(17.879444444 59.320277777), Point(17.886380555 59.321688888), Point(18.099444444 59.275555555)",7
